	ntype
DRUGBANK:DB00539	drug
DRUGBANK:DB00540	drug
DRUGBANK:DB00541	drug
HGNC:12407	protein
DRUGBANK:DB00543	drug
DRUGBANK:DB00544	drug
DRUGBANK:DB00545	drug
DRUGBANK:DB00548	drug
HGNC:388	protein
DRUGBANK:DB00551	drug
HGNC:7158	protein
DRUGBANK:DB00555	drug
HGNC:263	protein
HGNC:1955	protein
DRUGBANK:DB00557	drug
DRUGBANK:DB00558	drug
DRUGBANK:DB00561	drug
HGNC:6278	protein
HGNC:6283	protein
DRUGBANK:DB00562	drug
HGNC:1383	protein
HGNC:1371	protein
DRUGBANK:DB00563	drug
HGNC:794	protein
DRUGBANK:DB00564	drug
DRUGBANK:DB00565	drug
DRUGBANK:DB00568	drug
DRUGBANK:DB00569	drug
DRUGBANK:DB00570	drug
HGNC:16811	protein
HGNC:12417	protein
HGNC:20775	protein
DRUGBANK:DB00571	drug
DRUGBANK:DB00572	drug
DRUGBANK:DB00573	drug
DRUGBANK:DB00575	drug
DRUGBANK:DB00579	drug
DRUGBANK:DB00583	drug
HGNC:20116	protein
HGNC:10969	protein
HGNC:2330	protein
HGNC:2366	protein
HGNC:2328	protein
HGNC:2342	protein
HGNC:1421	protein
HGNC:10968	protein
HGNC:12805	protein
DRUGBANK:DB00585	drug
DRUGBANK:DB00588	drug
HGNC:9035	protein
DRUGBANK:DB00590	drug
DRUGBANK:DB00591	drug
HGNC:537	protein
HGNC:541	protein
HGNC:542	protein
HGNC:543	protein
DRUGBANK:DB00592	drug
DRUGBANK:DB00593	drug
DRUGBANK:DB00594	drug
HGNC:80	protein
HGNC:9052	protein
DRUGBANK:DB00596	drug
DRUGBANK:DB00598	drug
DRUGBANK:DB00599	drug
HGNC:3553	protein
DRUGBANK:DB00600	drug
DRUGBANK:DB00602	drug
DRUGBANK:DB00603	drug
HGNC:40	protein
DRUGBANK:DB00605	drug
HGNC:6877	protein
HGNC:4502	protein
HGNC:382	protein
DRUGBANK:DB00606	drug
HGNC:4026	protein
HGNC:10778	protein
DRUGBANK:DB00608	drug
HGNC:11892	protein
HGNC:15633	protein
HGNC:4983	protein
HGNC:13557	protein
DRUGBANK:DB00610	drug
DRUGBANK:DB00611	drug
DRUGBANK:DB00612	drug
DRUGBANK:DB00613	drug
HGNC:5028	protein
DRUGBANK:DB00615	drug
HGNC:5253	protein
HGNC:12028	protein
DRUGBANK:DB00617	drug
DRUGBANK:DB00619	drug
HGNC:1014	protein
HGNC:6342	protein
HGNC:2433	protein
HGNC:8803	protein
HGNC:8804	protein
DRUGBANK:DB00621	drug
DRUGBANK:DB00622	drug
DRUGBANK:DB00623	drug
DRUGBANK:DB00624	drug
HGNC:7979	protein
DRUGBANK:DB00626	drug
HGNC:5381	protein
DRUGBANK:DB00627	drug
HGNC:9755	protein
HGNC:7861	protein
DRUGBANK:DB00628	drug
DRUGBANK:DB00630	drug
HGNC:9656	protein
HGNC:9681	protein
HGNC:9669	protein
HGNC:851	protein
DRUGBANK:DB00631	drug
DRUGBANK:DB00641	drug
DRUGBANK:DB00642	drug
HGNC:4163	protein
DRUGBANK:DB00643	drug
DRUGBANK:DB00644	drug
HGNC:4421	protein
HGNC:16341	protein
DRUGBANK:DB00645	drug
DRUGBANK:DB00648	drug
HGNC:3638	protein
DRUGBANK:DB00651	drug
DRUGBANK:DB00653	drug
DRUGBANK:DB00655	drug
DRUGBANK:DB00656	drug
DRUGBANK:DB00657	drug
DRUGBANK:DB00659	drug
HGNC:4597	protein
DRUGBANK:DB00661	drug
DRUGBANK:DB00663	drug
DRUGBANK:DB00666	drug
DRUGBANK:DB00668	drug
DRUGBANK:DB00674	drug
HGNC:1961	protein
HGNC:1965	protein
HGNC:1967	protein
HGNC:1966	protein
HGNC:14079	protein
DRUGBANK:DB00675	drug
HGNC:3133	protein
HGNC:9399	protein
HGNC:9401	protein
HGNC:9402	protein
HGNC:9404	protein
HGNC:9410	protein
HGNC:9412	protein
HGNC:3474	protein
HGNC:6881	protein
DRUGBANK:DB00682	drug
DRUGBANK:DB00683	drug
DRUGBANK:DB00686	drug
HGNC:3665	protein
HGNC:3682	protein
DRUGBANK:DB00687	drug
DRUGBANK:DB00688	drug
HGNC:9689	protein
DRUGBANK:DB00690	drug
DRUGBANK:DB00693	drug
HGNC:5785	protein
DRUGBANK:DB00694	drug
HGNC:11990	protein
DRUGBANK:DB00695	drug
DRUGBANK:DB00696	drug
DRUGBANK:DB00697	drug
HGNC:18006	protein
DRUGBANK:DB00699	drug
DRUGBANK:DB00703	drug
DRUGBANK:DB00707	drug
HGNC:6547	protein
HGNC:3613	protein
DRUGBANK:DB00708	drug
DRUGBANK:DB00711	drug
DRUGBANK:DB00713	drug
DRUGBANK:DB00714	drug
DRUGBANK:DB00715	drug
HGNC:5299	protein
DRUGBANK:DB00716	drug
HGNC:17451	protein
HGNC:18274	protein
HGNC:3826	protein
HGNC:9591	protein
DRUGBANK:DB00717	drug
DRUGBANK:DB00719	drug
DRUGBANK:DB00720	drug
HGNC:10990	protein
HGNC:10991	protein
HGNC:10992	protein
DRUGBANK:DB00721	drug
HGNC:6285	protein
HGNC:6286	protein
HGNC:6287	protein
HGNC:6289	protein
HGNC:6290	protein
HGNC:6291	protein
HGNC:6292	protein
HGNC:20123	protein
HGNC:2976	protein
HGNC:2978	protein
DRUGBANK:DB00722	drug
DRUGBANK:DB00724	drug
HGNC:15632	protein
DRUGBANK:DB00725	drug
DRUGBANK:DB00726	drug
DRUGBANK:DB00727	drug
DRUGBANK:DB00728	drug
DRUGBANK:DB00731	drug
DRUGBANK:DB00732	drug
DRUGBANK:DB00733	drug
DRUGBANK:DB00734	drug
DRUGBANK:DB00735	drug
HGNC:11279	protein
DRUGBANK:DB00736	drug
DRUGBANK:DB00737	drug
DRUGBANK:DB00738	drug
HGNC:2977	protein
DRUGBANK:DB00740	drug
DRUGBANK:DB00741	drug
DRUGBANK:DB00745	drug
DRUGBANK:DB00746	drug
HGNC:620	protein
DRUGBANK:DB00747	drug
DRUGBANK:DB00748	drug
DRUGBANK:DB00749	drug
DRUGBANK:DB00750	drug
DRUGBANK:DB00751	drug
DRUGBANK:DB00753	drug
DRUGBANK:DB00754	drug
DRUGBANK:DB00755	drug
HGNC:9836	protein
HGNC:7960	protein
HGNC:9867	protein
HGNC:6525	protein
HGNC:23380	protein
HGNC:9922	protein
HGNC:8812	protein
HGNC:2603	protein
HGNC:20581	protein
DRUGBANK:DB00757	drug
DRUGBANK:DB00758	drug
DRUGBANK:DB00759	drug
HGNC:9449	protein
DRUGBANK:DB00762	drug
HGNC:29787	protein
DRUGBANK:DB00768	drug
HGNC:5184	protein
HGNC:10486	protein
HGNC:10489	protein
HGNC:10500	protein
HGNC:10490	protein
HGNC:10492	protein
DRUGBANK:DB00769	drug
DRUGBANK:DB00770	drug
DRUGBANK:DB00771	drug
DRUGBANK:DB00772	drug
DRUGBANK:DB00773	drug
DRUGBANK:DB00775	drug
HGNC:6138	protein
DRUGBANK:DB00776	drug
DRUGBANK:DB00777	drug
DRUGBANK:DB00780	drug
DRUGBANK:DB00783	drug
HGNC:7414	protein
HGNC:1034	protein
DRUGBANK:DB00785	drug
DRUGBANK:DB00789	drug
HGNC:8891	protein
DRUGBANK:DB00790	drug
DRUGBANK:DB00794	drug
DRUGBANK:DB00795	drug
HGNC:93	protein
HGNC:11609	protein
HGNC:9030	protein
DRUGBANK:DB00796	drug
DRUGBANK:DB00797	drug
DRUGBANK:DB00798	drug
HGNC:6694	protein
DRUGBANK:DB00799	drug
DRUGBANK:DB00800	drug
DRUGBANK:DB00802	drug
DRUGBANK:DB00805	drug
DRUGBANK:DB00806	drug
HGNC:8021	protein
DRUGBANK:DB00807	drug
DRUGBANK:DB00808	drug
DRUGBANK:DB00809	drug
DRUGBANK:DB00810	drug
DRUGBANK:DB00811	drug
HGNC:8022	protein
HGNC:3356	protein
DRUGBANK:DB00812	drug
HGNC:9603	protein
DRUGBANK:DB00813	drug
DRUGBANK:DB00818	drug
DRUGBANK:DB00819	drug
HGNC:633	protein
DRUGBANK:DB00822	drug
DRUGBANK:DB00823	drug
DRUGBANK:DB00824	drug
HGNC:264	protein
HGNC:268	protein
DRUGBANK:DB00825	drug
DRUGBANK:DB00829	drug
DRUGBANK:DB00830	drug
DRUGBANK:DB00831	drug
HGNC:11943	protein
HGNC:10494	protein
DRUGBANK:DB00834	drug
HGNC:6364	protein
DRUGBANK:DB00835	drug
DRUGBANK:DB00836	drug
HGNC:9201	protein
DRUGBANK:DB00838	drug
DRUGBANK:DB00839	drug
DRUGBANK:DB00841	drug
DRUGBANK:DB00842	drug
DRUGBANK:DB00843	drug
HGNC:7872	protein
HGNC:11898	protein
HGNC:5992	protein
HGNC:7795	protein
HGNC:7794	protein
DRUGBANK:DB00845	drug
HGNC:42	protein
DRUGBANK:DB00846	drug
DRUGBANK:DB00847	drug
HGNC:11329	protein
HGNC:7957	protein
DRUGBANK:DB00849	drug
DRUGBANK:DB00850	drug
DRUGBANK:DB00851	drug
HGNC:30073	protein
DRUGBANK:DB00852	drug
HGNC:7775	protein
HGNC:783	protein
HGNC:784	protein
HGNC:785	protein
HGNC:786	protein
HGNC:790	protein
HGNC:791	protein
HGNC:792	protein
HGNC:17546	protein
HGNC:3796	protein
HGNC:6001	protein
DRUGBANK:DB00854	drug
DRUGBANK:DB00855	drug
HGNC:395	protein
DRUGBANK:DB00857	drug
DRUGBANK:DB00861	drug
DRUGBANK:DB00862	drug
DRUGBANK:DB00865	drug
DRUGBANK:DB00867	drug
DRUGBANK:DB00868	drug
DRUGBANK:DB00869	drug
DRUGBANK:DB00871	drug
DRUGBANK:DB14596	drug
DRUGBANK:DB00874	drug
DRUGBANK:DB00877	drug
DRUGBANK:DB00880	drug
DRUGBANK:DB00882	drug
DRUGBANK:DB00883	drug
DRUGBANK:DB00887	drug
HGNC:10913	protein
HGNC:13818	protein
HGNC:1884	protein
DRUGBANK:DB00889	drug
DRUGBANK:DB00890	drug
DRUGBANK:DB00892	drug
DRUGBANK:DB00893	drug
HGNC:3999	protein
HGNC:3976	protein
HGNC:4827	protein
DRUGBANK:DB00895	drug
HGNC:3609	protein
HGNC:3611	protein
DRUGBANK:DB00896	drug
DRUGBANK:DB00897	drug
DRUGBANK:DB00898	drug
HGNC:12663	protein
HGNC:11003	protein
HGNC:11004	protein
HGNC:6270	protein
HGNC:6470	protein
DRUGBANK:DB00899	drug
DRUGBANK:DB00900	drug
DRUGBANK:DB00902	drug
DRUGBANK:DB00903	drug
HGNC:799	protein
HGNC:6551	protein
DRUGBANK:DB00904	drug
DRUGBANK:DB00905	drug
HGNC:9595	protein
DRUGBANK:DB00907	drug
DRUGBANK:DB00908	drug
DRUGBANK:DB00909	drug
HGNC:1377	protein
HGNC:1378	protein
HGNC:1380	protein
HGNC:1382	protein
HGNC:1369	protein
HGNC:1370	protein
HGNC:14914	protein
HGNC:1372	protein
DRUGBANK:DB00912	drug
DRUGBANK:DB00913	drug
DRUGBANK:DB00915	drug
DRUGBANK:DB00920	drug
DRUGBANK:DB00921	drug
HGNC:8155	protein
DRUGBANK:DB00922	drug
HGNC:6269	protein
DRUGBANK:DB00924	drug
HGNC:11850	protein
HGNC:553	protein
DRUGBANK:DB00925	drug
DRUGBANK:DB00928	drug
DRUGBANK:DB00929	drug
DRUGBANK:DB00934	drug
DRUGBANK:DB00936	drug
DRUGBANK:DB00937	drug
DRUGBANK:DB00938	drug
DRUGBANK:DB00939	drug
DRUGBANK:DB00940	drug
DRUGBANK:DB00941	drug
DRUGBANK:DB00942	drug
DRUGBANK:DB00944	drug
DRUGBANK:DB00945	drug
HGNC:9377	protein
HGNC:9385	protein
HGNC:9386	protein
HGNC:9387	protein
HGNC:3179	protein
HGNC:11998	protein
HGNC:5238	protein
HGNC:10432	protein
HGNC:7797	protein
HGNC:1499	protein
HGNC:1504	protein
HGNC:6871	protein
HGNC:24667	protein
HGNC:6878	protein
HGNC:6879	protein
HGNC:6880	protein
HGNC:1582	protein
HGNC:7553	protein
DRUGBANK:DB00949	drug
DRUGBANK:DB00951	drug
HGNC:2622	protein
HGNC:2596	protein
HGNC:2621	protein
DRUGBANK:DB00956	drug
DRUGBANK:DB00957	drug
DRUGBANK:DB00959	drug
DRUGBANK:DB00960	drug
DRUGBANK:DB00961	drug
DRUGBANK:DB00962	drug
DRUGBANK:DB00963	drug
DRUGBANK:DB00964	drug
DRUGBANK:DB00966	drug
DRUGBANK:DB00968	drug
DRUGBANK:DB00970	drug
DRUGBANK:DB00972	drug
DRUGBANK:DB00973	drug
HGNC:11177	protein
HGNC:500	protein
DRUGBANK:DB00975	drug
HGNC:186	protein
HGNC:3040	protein
DRUGBANK:DB00977	drug
DRUGBANK:DB00978	drug
DRUGBANK:DB00979	drug
DRUGBANK:DB00981	drug
DRUGBANK:DB00982	drug
DRUGBANK:DB00983	drug
DRUGBANK:DB00984	drug
DRUGBANK:DB00985	drug
DRUGBANK:DB00987	drug
HGNC:9174	protein
DRUGBANK:DB00988	drug
HGNC:11179	protein
DRUGBANK:DB00992	drug
DRUGBANK:DB00993	drug
DRUGBANK:DB00994	drug
HGNC:1514	protein
DRUGBANK:DB00995	drug
HGNC:9355	protein
DRUGBANK:DB00996	drug
DRUGBANK:DB00997	drug
HGNC:15608	protein
DRUGBANK:DB00999	drug
DRUGBANK:DB01001	drug
DRUGBANK:DB01002	drug
DRUGBANK:DB01003	drug
HGNC:10504	protein
DRUGBANK:DB01007	drug
HGNC:2649	protein
DRUGBANK:DB01009	drug
HGNC:6026	protein
DRUGBANK:DB01010	drug
DRUGBANK:DB01013	drug
DRUGBANK:DB01014	drug
DRUGBANK:DB01016	drug
HGNC:60	protein
HGNC:29	protein
HGNC:17993	protein
DRUGBANK:DB01017	drug
HGNC:12680	protein
HGNC:19986	protein
HGNC:6872	protein
HGNC:6873	protein
HGNC:6874	protein
HGNC:6875	protein
HGNC:6876	protein
HGNC:6886	protein
HGNC:7873	protein
DRUGBANK:DB01020	drug
DRUGBANK:DB01021	drug
DRUGBANK:DB01022	drug
DRUGBANK:DB01023	drug
HGNC:11944	protein
DRUGBANK:DB01026	drug
HGNC:2600	protein
DRUGBANK:DB01028	drug
DRUGBANK:DB01029	drug
DRUGBANK:DB01030	drug
HGNC:11986	protein
DRUGBANK:DB01032	drug
HGNC:8599	protein
HGNC:14921	protein
DRUGBANK:DB01033	drug
HGNC:5157	protein
DRUGBANK:DB01035	drug
DRUGBANK:DB01039	drug
HGNC:14246	protein
DRUGBANK:DB01043	drug
DRUGBANK:DB01047	drug
HGNC:11119	protein
DRUGBANK:DB01049	drug
DRUGBANK:DB01050	drug
HGNC:990	protein
HGNC:11784	protein
HGNC:3556	protein
HGNC:4439	protein
HGNC:10497	protein
DRUGBANK:DB01053	drug
DRUGBANK:DB01054	drug
DRUGBANK:DB01056	drug
DRUGBANK:DB01057	drug
DRUGBANK:DB01059	drug
DRUGBANK:DB01063	drug
DRUGBANK:DB01064	drug
HGNC:8979	protein
HGNC:8980	protein
HGNC:8981	protein
DRUGBANK:DB01065	drug
HGNC:10259	protein
HGNC:3423	protein
HGNC:1455	protein
HGNC:750	protein
DRUGBANK:DB01067	drug
DRUGBANK:DB01068	drug
DRUGBANK:DB01069	drug
HGNC:4478	protein
HGNC:15520	protein
HGNC:8533	protein
HGNC:15459	protein
HGNC:8534	protein
HGNC:8535	protein
HGNC:8536	protein
HGNC:8538	protein
HGNC:8537	protein
HGNC:8539	protein
HGNC:8540	protein
HGNC:4537	protein
HGNC:16442	protein
HGNC:8541	protein
HGNC:8542	protein
HGNC:15524	protein
HGNC:19906	protein
HGNC:6219	protein
HGNC:6220	protein
HGNC:6221	protein
HGNC:6222	protein
HGNC:6224	protein
HGNC:6225	protein
HGNC:6231	protein
HGNC:6232	protein
HGNC:6233	protein
HGNC:6234	protein
HGNC:6235	protein
HGNC:6236	protein
HGNC:6237	protein
HGNC:6240	protein
HGNC:6242	protein
HGNC:6243	protein
HGNC:6244	protein
HGNC:6241	protein
HGNC:6246	protein
HGNC:6248	protein
HGNC:6249	protein
HGNC:18306	protein
HGNC:19697	protein
HGNC:6250	protein
HGNC:6252	protein
HGNC:6253	protein
HGNC:6254	protein
HGNC:18864	protein
HGNC:6294	protein
HGNC:6298	protein
HGNC:6299	protein
HGNC:6300	protein
HGNC:6302	protein
HGNC:18861	protein
HGNC:19698	protein
HGNC:6228	protein
HGNC:6229	protein
DRUGBANK:DB01070	drug
DRUGBANK:DB01073	drug
HGNC:2704	protein
DRUGBANK:DB01074	drug
DRUGBANK:DB01075	drug
DRUGBANK:DB01076	drug
HGNC:3009	protein
DRUGBANK:DB01077	drug
DRUGBANK:DB01080	drug
DRUGBANK:DB01081	drug
DRUGBANK:DB01082	drug
DRUGBANK:DB01083	drug
HGNC:6622	protein
HGNC:3594	protein
DRUGBANK:DB01084	drug
DRUGBANK:DB01086	drug
DRUGBANK:DB01087	drug
HGNC:6445	protein
DRUGBANK:DB01088	drug
HGNC:9602	protein
DRUGBANK:DB01089	drug
DRUGBANK:DB01090	drug
DRUGBANK:DB01091	drug
DRUGBANK:DB01092	drug
HGNC:800	protein
HGNC:801	protein
DRUGBANK:DB01095	drug
DRUGBANK:DB01097	drug
HGNC:9612	protein
DRUGBANK:DB01098	drug
DRUGBANK:DB01099	drug
DRUGBANK:DB01100	drug
DRUGBANK:DB01102	drug
DRUGBANK:DB01104	drug
HGNC:23097	protein
DRUGBANK:DB01106	drug
DRUGBANK:DB01109	drug
HGNC:775	protein
HGNC:10721	protein
HGNC:3691	protein
HGNC:3675	protein
HGNC:3688	protein
HGNC:3689	protein
HGNC:8861	protein
HGNC:4893	protein
DRUGBANK:DB01110	drug
DRUGBANK:DB01113	drug
DRUGBANK:DB01114	drug
DRUGBANK:DB01115	drug
DRUGBANK:DB01116	drug
DRUGBANK:DB01117	drug
HGNC:2867	protein
DRUGBANK:DB01118	drug
HGNC:11796	protein
HGNC:11799	protein
HGNC:30022	protein
DRUGBANK:DB01119	drug
DRUGBANK:DB01120	drug
DRUGBANK:DB01121	drug
DRUGBANK:DB01122	drug
DRUGBANK:DB01123	drug
DRUGBANK:DB01124	drug
DRUGBANK:DB01126	drug
DRUGBANK:DB01127	drug
DRUGBANK:DB01129	drug
DRUGBANK:DB01130	drug
DRUGBANK:DB01131	drug
DRUGBANK:DB01132	drug
DRUGBANK:DB01133	drug
HGNC:9642	protein
DRUGBANK:DB01135	drug
DRUGBANK:DB01136	drug
HGNC:7940	protein
HGNC:4274	protein
HGNC:10718	protein
HGNC:4910	protein
DRUGBANK:DB01138	drug
HGNC:51	protein
HGNC:53	protein
DRUGBANK:DB01142	drug
DRUGBANK:DB01143	drug
HGNC:441	protein
DRUGBANK:DB01144	drug
HGNC:1381	protein
DRUGBANK:DB01146	drug
DRUGBANK:DB01148	drug
DRUGBANK:DB01151	drug
DRUGBANK:DB01154	drug
DRUGBANK:DB01156	drug
DRUGBANK:DB01158	drug
DRUGBANK:DB01159	drug
HGNC:10012	protein
HGNC:4404	protein
HGNC:23631	protein
DRUGBANK:DB01160	drug
DRUGBANK:DB01161	drug
DRUGBANK:DB01162	drug
HGNC:11766	protein
DRUGBANK:DB01164	drug
DRUGBANK:DB01165	drug
DRUGBANK:DB01167	drug
DRUGBANK:DB01168	drug
DRUGBANK:DB01169	drug
HGNC:12437	protein
HGNC:391	protein
HGNC:1784	protein
HGNC:4852	protein
HGNC:9113	protein
DRUGBANK:DB01170	drug
DRUGBANK:DB01173	drug
DRUGBANK:DB01174	drug
DRUGBANK:DB01175	drug
DRUGBANK:DB01176	drug
HGNC:11377	protein
DRUGBANK:DB01177	drug
DRUGBANK:DB01179	drug
DRUGBANK:DB01180	drug
HGNC:2707	protein
DRUGBANK:DB01181	drug
DRUGBANK:DB01182	drug
DRUGBANK:DB01183	drug
DRUGBANK:DB01185	drug
HGNC:9446	protein
DRUGBANK:DB01188	drug
DRUGBANK:DB01189	drug
DRUGBANK:DB01192	drug
DRUGBANK:DB01193	drug
DRUGBANK:DB01194	drug
DRUGBANK:DB01196	drug
HGNC:6839	protein
HGNC:6835	protein
DRUGBANK:DB01197	drug
HGNC:7166	protein
HGNC:6710	protein
DRUGBANK:DB01198	drug
DRUGBANK:DB01199	drug
DRUGBANK:DB01200	drug
DRUGBANK:DB01202	drug
DRUGBANK:DB01205	drug
DRUGBANK:DB01206	drug
HGNC:16078	protein
DRUGBANK:DB01209	drug
DRUGBANK:DB01211	drug
HGNC:10959	protein
HGNC:10961	protein
DRUGBANK:DB01212	drug
DRUGBANK:DB01213	drug
HGNC:1516	protein
DRUGBANK:DB01214	drug
DRUGBANK:DB01215	drug
DRUGBANK:DB01216	drug
DRUGBANK:DB01220	drug
DRUGBANK:DB01221	drug
DRUGBANK:DB01222	drug
DRUGBANK:DB01223	drug
DRUGBANK:DB01224	drug
DRUGBANK:DB01225	drug
DRUGBANK:DB01226	drug
DRUGBANK:DB01227	drug
DRUGBANK:DB01229	drug
HGNC:6862	protein
DRUGBANK:DB01233	drug
DRUGBANK:DB01234	drug
DRUGBANK:DB01235	drug
DRUGBANK:DB01236	drug
DRUGBANK:DB01237	drug
DRUGBANK:DB01238	drug
DRUGBANK:DB01240	drug
DRUGBANK:DB01241	drug
DRUGBANK:DB01242	drug
DRUGBANK:DB01245	drug
DRUGBANK:DB01247	drug
DRUGBANK:DB01248	drug
DRUGBANK:DB01250	drug
HGNC:12014	protein
HGNC:5438	protein
DRUGBANK:DB01251	drug
DRUGBANK:DB01253	drug
DRUGBANK:DB01254	drug
HGNC:3386	protein
HGNC:6524	protein
HGNC:12841	protein
HGNC:11367	protein
HGNC:77	protein
HGNC:4037	protein
HGNC:1133	protein
HGNC:7982	protein
HGNC:2444	protein
HGNC:3389	protein
HGNC:3395	protein
HGNC:3697	protein
HGNC:3955	protein
HGNC:5241	protein
HGNC:6735	protein
HGNC:17797	protein
DRUGBANK:DB01255	drug
DRUGBANK:DB01260	drug
DRUGBANK:DB01262	drug
DRUGBANK:DB01267	drug
DRUGBANK:DB01268	drug
DRUGBANK:DB01273	drug
DRUGBANK:DB01275	drug
HGNC:550	protein
DRUGBANK:DB01278	drug
HGNC:1440	protein
HGNC:9843	protein
HGNC:9844	protein
HGNC:9845	protein
DRUGBANK:DB01280	drug
DRUGBANK:DB01283	drug
DRUGBANK:DB01284	drug
HGNC:6930	protein
DRUGBANK:DB01288	drug
DRUGBANK:DB01291	drug
DRUGBANK:DB01296	drug
DRUGBANK:DB01303	drug
DRUGBANK:DB01320	drug
DRUGBANK:DB01324	drug
DRUGBANK:DB01325	drug
DRUGBANK:DB01327	drug
HGNC:9204	protein
HGNC:5977	protein
DRUGBANK:DB01336	drug
DRUGBANK:DB01337	drug
DRUGBANK:DB01338	drug
DRUGBANK:DB01339	drug
DRUGBANK:DB01345	drug
DRUGBANK:DB01346	drug
DRUGBANK:DB01351	drug
DRUGBANK:DB01353	drug
DRUGBANK:DB01357	drug
DRUGBANK:DB01359	drug
DRUGBANK:DB01364	drug
DRUGBANK:DB01365	drug
DRUGBANK:DB01366	drug
DRUGBANK:DB01367	drug
DRUGBANK:DB01370	drug
HGNC:6357	protein
DRUGBANK:DB01378	drug
DRUGBANK:DB01380	drug
DRUGBANK:DB01382	drug
DRUGBANK:DB01392	drug
HGNC:6256	protein
HGNC:6261	protein
DRUGBANK:DB01393	drug
DRUGBANK:DB01394	drug
DRUGBANK:DB01395	drug
DRUGBANK:DB01399	drug
DRUGBANK:DB01401	drug
DRUGBANK:DB01403	drug
DRUGBANK:DB01404	drug
HGNC:6018	protein
DRUGBANK:DB01406	drug
HGNC:10618	protein
DRUGBANK:DB01407	drug
HGNC:7808	protein
DRUGBANK:DB01409	drug
DRUGBANK:DB01419	drug
DRUGBANK:DB01426	drug
DRUGBANK:DB01427	drug
DRUGBANK:DB01428	drug
DRUGBANK:DB01430	drug
DRUGBANK:DB01435	drug
DRUGBANK:DB01436	drug
HGNC:2606	protein
DRUGBANK:DB01437	drug
DRUGBANK:DB01438	drug
DRUGBANK:DB01440	drug
HGNC:30224	protein
DRUGBANK:DB01452	drug
DRUGBANK:DB01544	drug
DRUGBANK:DB01558	drug
DRUGBANK:DB01559	drug
DRUGBANK:DB01576	drug
DRUGBANK:DB01577	drug
DRUGBANK:DB01579	drug
DRUGBANK:DB01580	drug
DRUGBANK:DB01583	drug
DRUGBANK:DB01586	drug
DRUGBANK:DB01587	drug
DRUGBANK:DB01588	drug
DRUGBANK:DB01589	drug
DRUGBANK:DB01592	drug
HGNC:11763	protein
HGNC:13315	protein
HGNC:18075	protein
HGNC:3951	protein
HGNC:3650	protein
HGNC:18448	protein
HGNC:18956	protein
HGNC:2295	protein
DRUGBANK:DB01593	drug
HGNC:414	protein
HGNC:3189	protein
HGNC:3350	protein
HGNC:7849	protein
HGNC:8548	protein
HGNC:4606	protein
HGNC:9352	protein
HGNC:9577	protein
HGNC:12009	protein
HGNC:12420	protein
HGNC:6011	protein
HGNC:7406	protein
HGNC:1613	protein
HGNC:14063	protein
HGNC:10742	protein
HGNC:17712	protein
HGNC:6973	protein
HGNC:6081	protein
HGNC:12635	protein
HGNC:10498	protein
HGNC:10499	protein
HGNC:12003	protein
HGNC:7408	protein
HGNC:8765	protein
HGNC:26780	protein
HGNC:5	protein
HGNC:333	protein
HGNC:349	protein
HGNC:584	protein
HGNC:600	protein
HGNC:601	protein
HGNC:602	protein
HGNC:24087	protein
HGNC:613	protein
HGNC:618	protein
HGNC:1242	protein
HGNC:1245	protein
HGNC:1246	protein
HGNC:1247	protein
HGNC:1318	protein
HGNC:42398	protein
HGNC:1325	protein
HGNC:1328	protein
HGNC:1331	protein
HGNC:24185	protein
HGNC:1352	protein
HGNC:1353	protein
HGNC:1354	protein
HGNC:1037	protein
HGNC:4883	protein
HGNC:5394	protein
HGNC:2095	protein
HGNC:2312	protein
HGNC:2313	protein
HGNC:14669	protein
HGNC:3052	protein
HGNC:3530	protein
HGNC:3534	protein
HGNC:3625	protein
HGNC:3778	protein
HGNC:4620	protein
HGNC:5156	protein
HGNC:20846	protein
HGNC:5468	protein
HGNC:5478	protein
HGNC:5541	protein
HGNC:5733	protein
HGNC:5817	protein
HGNC:5905	protein
HGNC:6166	protein
HGNC:6167	protein
HGNC:6168	protein
HGNC:6169	protein
HGNC:5713	protein
HGNC:6207	protein
HGNC:6371	protein
HGNC:6383	protein
HGNC:6412	protein
HGNC:6413	protein
HGNC:6416	protein
HGNC:6423	protein
HGNC:6439	protein
HGNC:6442	protein
HGNC:6443	protein
HGNC:6447	protein
HGNC:30013	protein
HGNC:9750	protein
HGNC:10751	protein
HGNC:8941	protein
HGNC:16	protein
HGNC:8948	protein
HGNC:1540	protein
HGNC:4838	protein
HGNC:12405	protein
HGNC:12724	protein
HGNC:597	protein
HGNC:598	protein
DRUGBANK:DB01595	drug
DRUGBANK:DB01599	drug
DRUGBANK:DB01600	drug
DRUGBANK:DB01608	drug
DRUGBANK:DB01611	drug
DRUGBANK:DB01612	drug
DRUGBANK:DB01613	drug
HGNC:7944	protein
DRUGBANK:DB01616	drug
DRUGBANK:DB01618	drug
DRUGBANK:DB01619	drug
DRUGBANK:DB01620	drug
DRUGBANK:DB01621	drug
DRUGBANK:DB01623	drug
DRUGBANK:DB01624	drug
DRUGBANK:DB01625	drug
DRUGBANK:DB01626	drug
DRUGBANK:DB01632	drug
HGNC:15938	protein
DRUGBANK:DB01656	drug
DRUGBANK:DB01698	drug
HGNC:1548	protein
DRUGBANK:DB01708	drug
DRUGBANK:DB01744	drug
HGNC:18084	protein
HGNC:497	protein
HGNC:17961	protein
DRUGBANK:DB01839	drug
HGNC:3531	protein
DRUGBANK:DB01956	drug
